TimeStamp,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyroscope_X,Gyroscope_Y,Gyroscope_Z,Magnetometer_X,Magnetometer_Y,Magnetometer_Z,Light,Measured Displacement,Total Rotation,Compass Bearing,Compass Direction,Compass Cardinal Direction,Ground Truth Cardinal Direction
06-03-16_21:28:20:432,1.0274634,4.3014555,9.342972,0.08628642,0.023435818,0.017044231,11.1875,21.875,3.1875,3.0,2.0,0.0,329.191,NW,N,E
06-03-16_21:28:20:434,0.9987232,4.387676,8.464,0.08628642,0.023435818,0.017044231,11.1875,21.875,3.1875,3.0,2.0,0.0,328.323,NW,N,E
06-03-16_21:28:20:506,0.6514453,4.2176294,8.51669,0.08628642,0.023435818,0.017044231,11.1875,21.875,3.1875,3.0,2.0,0.0,328.533,NW,N,E
06-03-16_21:28:20:511,0.5939649,4.1553593,8.720266,0.08628642,0.023435818,0.017044231,11.1875,21.875,3.1875,3.0,2.0,0.0,328.788,NW,N,E
06-03-16_21:28:20:585,0.5939649,4.1553593,8.720266,0.08628642,0.023435818,0.017044231,11.1875,21.125,2.8125,3.0,2.0,0.0,327.987,NW,N,E
06-03-16_21:28:20:586,0.5939649,4.1553593,8.720266,-0.09054748,0.09267801,0.041545313,11.1875,21.125,2.8125,3.0,2.0,0.0,327.987,NW,N,E
06-03-16_21:28:20:589,1.1639795,4.3014555,8.258028,-0.09054748,0.09267801,0.041545313,11.1875,21.125,2.8125,3.0,2.0,0.0,327.515,NW,N,E
06-03-16_21:28:20:594,1.1639795,4.3278003,8.674761,-0.09054748,0.09267801,0.041545313,11.1875,21.125,2.8125,3.0,2.0,0.0,327.842,NW,N,E
06-03-16_21:28:20:664,0.96040285,4.248765,9.017249,-0.09054748,0.09267801,0.041545313,11.1875,21.125,2.8125,3.0,2.0,0.0,328.168,NW,N,E
06-03-16_21:28:20:665,0.6011499,4.3134303,8.495134,-0.09054748,0.09267801,0.041545313,11.1875,21.125,2.8125,3.0,2.0,0.0,327.524,NW,N,E
06-03-16_21:28:20:743,0.6011499,4.3134303,8.495134,-0.09054748,0.09267801,0.041545313,12.3125,21.125,3.25,3.0,2.0,0.0,324.646,NW,N,E
06-03-16_21:28:20:745,0.6011499,4.3134303,8.495134,-0.05752428,0.10333065,0.01917476,12.3125,21.125,3.25,3.0,2.0,0.0,324.646,NW,N,E
06-03-16_21:28:20:747,0.6514453,4.2367897,8.612491,-0.05752428,0.10333065,0.01917476,12.3125,21.125,3.25,3.0,2.0,0.0,324.915,NW,N,E
06-03-16_21:28:20:748,0.7185059,4.2439747,8.59333,-0.05752428,0.10333065,0.01917476,12.3125,21.125,3.25,3.0,2.0,0.0,324.897,NW,N,E
06-03-16_21:28:20:815,0.7185059,4.2439747,8.59333,-0.05752428,0.10333065,0.01917476,12.3125,21.125,3.25,2.0,2.0,0.0,324.897,NW,N,E
06-03-16_21:28:20:822,0.79754156,4.2032595,8.816068,-0.05752428,0.10333065,0.01917476,12.3125,21.125,3.25,2.0,2.0,0.0,325.195,NW,N,E
06-03-16_21:28:20:824,0.6945557,4.184099,8.238868,-0.05752428,0.10333065,0.01917476,12.3125,21.125,3.25,2.0,2.0,0.0,324.663,NW,N,E
06-03-16_21:28:20:901,0.6945557,4.184099,8.238868,-0.05752428,0.10333065,0.01917476,13.0,21.5,2.4375,2.0,2.0,0.0,324.071,NW,N,E
06-03-16_21:28:20:903,0.6945557,4.184099,8.238868,-0.1107875,-0.020240024,0.034088463,13.0,21.5,2.4375,2.0,2.0,0.0,324.071,NW,N,E
06-03-16_21:28:20:905,0.59156984,4.25595,8.849598,-0.1107875,-0.020240024,0.034088463,13.0,21.5,2.4375,2.0,2.0,0.0,324.500,NW,N,E
06-03-16_21:28:20:909,0.7161109,4.0787187,9.1849,-0.1107875,-0.020240024,0.034088463,13.0,21.5,2.4375,2.0,2.0,0.0,325.041,NW,N,E
06-03-16_21:28:20:980,0.62510014,4.232,8.739427,-0.1107875,-0.020240024,0.034088463,13.0,21.5,2.4375,2.0,2.0,0.0,324.446,NW,N,E
06-03-16_21:28:20:982,0.7592212,4.0571632,8.859178,-0.1107875,-0.020240024,0.034088463,13.0,21.5,2.4375,2.0,2.0,0.0,324.837,NW,N,E
06-03-16_21:28:21:060,0.7592212,4.0571632,8.859178,-0.1107875,-0.020240024,0.034088463,13.75,22.5625,3.1875,2.0,2.0,0.0,324.350,NW,N,E
06-03-16_21:28:21:064,0.7592212,4.0571632,8.859178,-0.00958738,0.07243799,-0.0031957934,13.75,22.5625,3.1875,2.0,2.0,0.0,324.350,NW,N,E
06-03-16_21:28:21:066,0.58198977,4.2008643,8.509504,-0.00958738,0.07243799,-0.0031957934,13.75,22.5625,3.1875,2.0,2.0,0.0,323.763,NW,N,E
06-03-16_21:28:21:067,0.46463382,4.143384,8.58854,-0.00958738,0.07243799,-0.0031957934,13.75,22.5625,3.1875,2.0,2.0,0.0,323.945,NW,N,E
06-03-16_21:28:21:138,0.6586304,4.2032595,8.62207,-0.00958738,0.07243799,-0.0031957934,13.75,22.5625,3.1875,2.0,2.0,0.0,323.866,NW,N,E
06-03-16_21:28:21:144,0.62031007,4.126619,8.780142,-0.00958738,0.07243799,-0.0031957934,13.75,22.5625,3.1875,2.0,2.0,0.0,324.144,NW,N,E
06-03-16_21:28:21:218,0.62031007,4.126619,8.780142,-0.00958738,0.07243799,-0.0031957934,14.125,22.1875,2.8125,2.0,2.0,0.0,323.061,NW,N,E
06-03-16_21:28:21:220,0.62031007,4.126619,8.780142,-0.033023197,0.0053263223,0.013848438,14.125,22.1875,2.8125,2.0,2.0,0.0,323.061,NW,N,E
06-03-16_21:28:21:221,0.58198977,4.1098537,8.830438,-0.033023197,0.0053263223,0.013848438,14.125,22.1875,2.8125,2.0,2.0,0.0,323.136,NW,N,E
06-03-16_21:28:21:223,0.95561284,4.112249,8.813672,-0.033023197,0.0053263223,0.013848438,14.125,22.1875,2.8125,2.0,2.0,0.0,323.116,NW,N,E
06-03-16_21:28:21:296,0.65384036,4.014053,8.222102,-0.033023197,0.0053263223,0.013848438,14.125,22.1875,2.8125,2.0,2.0,0.0,322.765,NW,N,S
06-03-16_21:28:21:300,0.06227051,4.0667434,8.727451,-0.033023197,0.0053263223,0.013848438,14.125,22.1875,2.8125,2.0,2.0,0.0,323.239,NW,N,S
06-03-16_21:28:21:376,0.06227051,4.0667434,8.727451,-0.033023197,0.0053263223,0.013848438,14.8125,22.5625,3.1875,2.0,2.0,0.0,322.191,NW,N,S
06-03-16_21:28:21:380,0.06227051,4.0667434,8.727451,0.08628642,0.07882957,0.007456851,14.8125,22.5625,3.1875,2.0,2.0,0.0,322.191,NW,N,S
06-03-16_21:28:21:382,0.5939649,3.9374123,9.486672,0.08628642,0.07882957,0.007456851,14.8125,22.5625,3.1875,2.0,2.0,0.0,322.885,NW,N,S
06-03-16_21:28:21:385,0.5340894,3.9445972,9.026829,0.08628642,0.07882957,0.007456851,14.8125,22.5625,3.1875,2.0,2.0,0.0,322.549,NW,N,S
06-03-16_21:28:21:415,0.5340894,3.9445972,9.026829,0.08628642,0.07882957,0.007456851,14.8125,22.5625,3.1875,3.0,2.0,0.0,322.549,NW,N,S
06-03-16_21:28:21:454,0.12693603,4.1553593,8.380174,0.08628642,0.07882957,0.007456851,14.8125,22.5625,3.1875,3.0,2.0,0.0,321.710,NW,N,S
06-03-16_21:28:21:456,0.55324954,4.047583,9.187295,0.08628642,0.07882957,0.007456851,14.8125,22.5625,3.1875,3.0,2.0,0.0,322.493,NW,N,S
06-03-16_21:28:21:535,0.55324954,4.047583,9.187295,0.08628642,0.07882957,0.007456851,14.4375,22.1875,2.4375,3.0,2.0,0.0,323.075,NW,N,W
06-03-16_21:28:21:537,0.55324954,4.047583,9.187295,-0.14168017,-0.036218993,0.060720075,14.4375,22.1875,2.4375,3.0,2.0,0.0,323.075,NW,N,W
06-03-16_21:28:21:538,0.2203418,3.9661524,8.586145,-0.14168017,-0.036218993,0.060720075,14.4375,22.1875,2.4375,3.0,2.0,0.0,322.850,NW,N,W
06-03-16_21:28:21:540,0.32332766,3.9924977,8.796907,-0.14168017,-0.036218993,0.060720075,14.4375,22.1875,2.4375,3.0,2.0,0.0,322.933,NW,N,W
06-03-16_21:28:21:616,0.7592212,3.8511915,8.969349,-0.14168017,-0.036218993,0.060720075,14.4375,22.1875,2.4375,3.0,2.0,0.0,323.213,NW,N,W
06-03-16_21:28:21:619,0.4526587,3.9541774,8.377779,-0.14168017,-0.036218993,0.060720075,14.4375,22.1875,2.4375,3.0,2.0,0.0,322.624,NW,N,W
06-03-16_21:28:21:692,0.4526587,3.9541774,8.377779,-0.14168017,-0.036218993,0.060720075,15.1875,23.3125,3.1875,3.0,2.0,0.0,322.275,NW,N,W
06-03-16_21:28:21:694,0.4526587,3.9541774,8.377779,-0.2428803,-0.1470065,0.070307456,15.1875,23.3125,3.1875,3.0,2.0,0.0,322.275,NW,N,W
06-03-16_21:28:21:696,0.33530274,3.8272414,8.452024,-0.2428803,-0.1470065,0.070307456,15.1875,23.3125,3.1875,3.0,2.0,0.0,322.593,NW,N,W
06-03-16_21:28:21:699,0.72569096,3.8320315,9.359736,-0.2428803,-0.1470065,0.070307456,15.1875,23.3125,3.1875,3.0,2.0,0.0,323.238,NW,N,W
06-03-16_21:28:21:770,0.366438,3.791316,9.376502,-0.2428803,-0.1470065,0.070307456,15.1875,23.3125,3.1875,3.0,2.0,0.0,323.309,NW,N,N
06-03-16_21:28:21:772,0.44307864,3.7122805,9.393267,-0.2428803,-0.1470065,0.070307456,15.1875,23.3125,3.1875,3.0,2.0,0.0,323.437,NW,N,N
06-03-16_21:28:21:850,0.44307864,3.7122805,9.393267,-0.2428803,-0.1470065,0.070307456,13.75,23.6875,2.4375,3.0,2.0,0.0,326.910,NW,N,N
06-03-16_21:28:21:852,0.44307864,3.7122805,9.393267,0.17470337,0.0053263223,-0.015978966,13.75,23.6875,2.4375,3.0,2.0,0.0,326.910,NW,N,N
06-03-16_21:28:21:855,0.76401126,3.7386258,9.19927,0.17470337,0.0053263223,-0.015978966,13.75,23.6875,2.4375,3.0,2.0,0.0,326.780,NW,N,N
06-03-16_21:28:21:857,0.47181886,3.7218604,8.406519,0.17470337,0.0053263223,-0.015978966,13.75,23.6875,2.4375,3.0,2.0,0.0,326.287,NW,N,N
06-03-16_21:28:21:930,0.25866213,3.7003052,8.138277,0.17470337,0.0053263223,-0.015978966,13.75,23.6875,2.4375,3.0,2.0,0.0,326.152,NW,N,N
06-03-16_21:28:21:933,0.7448511,3.999683,9.5633135,0.17470337,0.0053263223,-0.015978966,13.75,23.6875,2.4375,3.0,2.0,0.0,326.618,NW,N,N
06-03-16_21:28:22:008,0.7448511,3.999683,9.5633135,0.17470337,0.0053263223,-0.015978966,14.125,24.375,2.8125,3.0,2.0,0.0,326.563,NW,N,E
06-03-16_21:28:22:011,0.7448511,3.999683,9.5633135,-0.10439592,-0.027696876,-0.04580637,14.125,24.375,2.8125,3.0,2.0,0.0,326.563,NW,N,E
06-03-16_21:28:22:013,1.0178833,3.781736,8.770562,-0.10439592,-0.027696876,-0.04580637,14.125,24.375,2.8125,3.0,2.0,0.0,326.445,NW,N,E
06-03-16_21:28:22:015,0.6945557,3.7458107,9.491463,-0.10439592,-0.027696876,-0.04580637,14.125,24.375,2.8125,3.0,2.0,0.0,326.877,NW,N,E
06-03-16_21:28:22:087,0.6514453,3.6140847,9.0148535,-0.10439592,-0.027696876,-0.04580637,14.125,24.375,2.8125,3.0,2.0,0.0,326.792,NW,N,E
06-03-16_21:28:22:089,0.55324954,3.903882,8.076006,-0.10439592,-0.027696876,-0.04580637,14.125,24.375,2.8125,3.0,2.0,0.0,325.622,NW,N,E
06-03-16_21:28:22:166,0.55324954,3.903882,8.076006,-0.10439592,-0.027696876,-0.04580637,13.375,24.375,1.25,3.0,2.0,0.0,327.754,NW,N,E
06-03-16_21:28:22:169,0.55324954,3.903882,8.076006,-0.16937704,0.036218993,0.05539375,13.375,24.375,1.25,3.0,2.0,0.0,327.754,NW,N,E
06-03-16_21:28:22:170,0.6011499,3.7338357,8.0999565,-0.16937704,0.036218993,0.05539375,13.375,24.375,1.25,3.0,2.0,0.0,328.018,NW,N,E
06-03-16_21:28:22:172,0.69216067,3.8320315,9.457932,-0.16937704,0.036218993,0.05539375,13.375,24.375,1.25,3.0,2.0,0.0,328.674,NW,N,E
06-03-16_21:28:22:246,0.96040285,3.7338357,9.462723,-0.16937704,0.036218993,0.05539375,13.375,24.375,1.25,3.0,2.0,0.0,328.774,NW,N,E
06-03-16_21:28:22:248,0.74724615,3.6212697,9.086704,-0.16937704,0.036218993,0.05539375,13.375,24.375,1.25,3.0,2.0,0.0,328.739,NW,N,E
06-03-16_21:28:22:326,0.74724615,3.6212697,9.086704,-0.16937704,0.036218993,0.05539375,14.125,24.375,1.6875,3.0,2.0,0.0,327.171,NW,N,E
06-03-16_21:28:22:328,0.74724615,3.6212697,9.086704,0.21944448,-0.05539375,-0.03195793,14.125,24.375,1.6875,3.0,2.0,0.0,327.171,NW,N,E
06-03-16_21:28:22:331,0.6658155,3.4943337,9.364527,0.21944448,-0.05539375,-0.03195793,14.125,24.375,1.6875,3.0,2.0,0.0,327.475,NW,N,E
06-03-16_21:28:22:334,0.7065308,3.8104763,8.646021,0.21944448,-0.05539375,-0.03195793,14.125,24.375,1.6875,3.0,2.0,0.0,326.645,NW,N,E
06-03-16_21:28:22:405,0.8933423,3.9350173,8.54064,0.21944448,-0.05539375,-0.03195793,14.125,24.375,1.6875,3.0,2.0,0.0,326.359,NW,N,E
06-03-16_21:28:22:407,0.86939216,3.899092,8.717872,0.21944448,-0.05539375,-0.03195793,14.125,24.375,1.6875,3.0,2.0,0.0,326.543,NW,N,E
06-03-16_21:28:22:422,0.86939216,3.899092,8.717872,0.21944448,-0.05539375,-0.03195793,14.125,24.375,1.6875,2.0,2.0,0.0,326.543,NW,N,E
06-03-16_21:28:22:484,0.86939216,3.899092,8.717872,0.21944448,-0.05539375,-0.03195793,13.0,24.375,2.0625,2.0,2.0,0.0,328.665,NW,N,E
06-03-16_21:28:22:488,0.86939216,3.899092,8.717872,-0.07882957,-0.07137272,-0.14594123,13.0,24.375,2.0625,2.0,2.0,0.0,328.665,NW,N,E
06-03-16_21:28:22:490,0.9436377,3.8440065,8.722662,-0.07882957,-0.07137272,-0.14594123,13.0,24.375,2.0625,2.0,2.0,0.0,328.760,NW,N,E
06-03-16_21:28:22:493,0.76880133,3.9924977,8.954978,-0.07882957,-0.07137272,-0.14594123,13.0,24.375,2.0625,2.0,2.0,0.0,328.673,NW,N,E
06-03-16_21:28:22:561,0.7807764,3.8703518,8.978929,-0.07882957,-0.07137272,-0.14594123,13.0,24.375,2.0625,2.0,3.0000000000000004,0.0,328.863,NW,N,E
06-03-16_21:28:22:563,0.9244776,3.7985013,8.820857,-0.07882957,-0.07137272,-0.14594123,13.0,24.375,2.0625,2.0,3.0000000000000004,0.0,328.887,NW,N,E
06-03-16_21:28:22:643,0.9244776,3.7985013,8.820857,-0.07882957,-0.07137272,-0.14594123,12.625,24.375,1.6875,2.0,3.0000000000000004,0.0,329.749,NW,N,E
06-03-16_21:28:22:646,0.9244776,3.7985013,8.820857,-0.16085494,-0.06391586,-0.16192019,12.625,24.375,1.6875,2.0,3.0000000000000004,0.0,329.749,NW,N,E
06-03-16_21:28:22:648,0.57959473,3.8008962,8.909473,-0.16085494,-0.06391586,-0.16192019,12.625,24.375,1.6875,2.0,3.0000000000000004,0.0,329.787,NW,N,E
06-03-16_21:28:22:650,0.40954837,3.6859353,8.344249,-0.16085494,-0.06391586,-0.16192019,12.625,24.375,1.6875,2.0,3.0000000000000004,0.0,329.622,NW,N,E
06-03-16_21:28:22:720,1.2022998,3.6548,8.966953,-0.16085494,-0.06391586,-0.16192019,12.625,24.375,1.6875,2.0,3.0000000000000004,0.0,330.071,NW,N,E
06-03-16_21:28:22:721,0.9388477,3.4057178,9.683064,-0.16085494,-0.06391586,-0.16192019,12.625,24.375,1.6875,2.0,3.0000000000000004,0.0,330.640,NW,N,E
06-03-16_21:28:22:800,0.9388477,3.4057178,9.683064,-0.16085494,-0.06391586,-0.16192019,14.125,26.1875,2.4375,2.0,3.0000000000000004,0.0,329.496,NW,N,E
06-03-16_21:28:22:802,0.9388477,3.4057178,9.683064,0.08841695,-0.12357068,-0.11504856,14.125,26.1875,2.4375,2.0,3.0000000000000004,0.0,329.496,NW,N,E
06-03-16_21:28:22:804,0.12693603,3.4416432,9.275911,0.08841695,-0.12357068,-0.11504856,14.125,26.1875,2.4375,2.0,3.0000000000000004,0.0,329.201,NW,N,E
06-03-16_21:28:22:805,0.6682105,3.415298,8.856783,0.08841695,-0.12357068,-0.11504856,14.125,26.1875,2.4375,2.0,3.0000000000000004,0.0,329.058,NW,N,E
06-03-16_21:28:22:878,1.1903248,3.7098854,8.408914,0.08841695,-0.12357068,-0.11504856,14.125,26.1875,2.4375,2.0,3.0000000000000004,0.0,328.470,NW,N,E
06-03-16_21:28:22:882,0.366438,3.558999,8.59333,0.08841695,-0.12357068,-0.11504856,14.125,26.1875,2.4375,2.0,3.0000000000000004,0.0,328.697,NW,N,E
06-03-16_21:28:22:957,0.366438,3.558999,8.59333,0.08841695,-0.12357068,-0.11504856,14.125,26.5625,0.875,2.0,3.0000000000000004,0.0,329.589,NW,N,E
06-03-16_21:28:22:959,0.366438,3.558999,8.59333,-0.2972088,-0.20133498,-0.16085494,14.125,26.5625,0.875,2.0,3.0000000000000004,0.0,329.589,NW,N,E
06-03-16_21:28:22:961,0.3065625,3.173401,9.24717,-0.2972088,-0.20133498,-0.16085494,14.125,26.5625,0.875,2.0,3.0000000000000004,0.0,330.291,NW,N,E
06-03-16_21:28:22:964,0.7065308,3.3290772,9.599238,-0.2972088,-0.20133498,-0.16085494,14.125,26.5625,0.875,2.0,3.0000000000000004,0.0,330.194,NW,N,E
06-03-16_21:28:23:016,0.7065308,3.3290772,9.599238,-0.2972088,-0.20133498,-0.16085494,14.125,26.5625,0.875,3.0,3.0000000000000004,0.0,330.194,NW,N,E
06-03-16_21:28:23:036,0.77359134,3.2644117,9.335787,-0.2972088,-0.20133498,-0.16085494,14.125,26.5625,0.875,3.0,3.0000000000000004,0.0,330.159,NW,N,E
06-03-16_21:28:23:040,0.33769777,3.168611,9.445957,-0.2972088,-0.20133498,-0.16085494,14.125,26.5625,0.875,3.0,3.0000000000000004,0.0,330.353,NW,N,E
06-03-16_21:28:23:115,0.33769777,3.168611,9.445957,-0.2972088,-0.20133498,-0.16085494,13.375,30.5625,1.25,3.0,3.0000000000000004,0.0,334.892,NW,N,E
06-03-16_21:28:23:118,0.33769777,3.168611,9.445957,-0.10439592,-0.14061491,-0.13422333,13.375,30.5625,1.25,3.0,3.0000000000000004,0.0,334.892,NW,N,E
06-03-16_21:28:23:123,0.855022,3.527864,9.1130495,-0.10439592,-0.14061491,-0.13422333,13.375,30.5625,1.25,3.0,3.0000000000000004,0.0,334.457,NW,N,E
06-03-16_21:28:23:126,1.089734,3.7003052,8.401729,-0.10439592,-0.14061491,-0.13422333,13.375,30.5625,1.25,3.0,3.0000000000000004,0.0,333.964,NW,N,E
06-03-16_21:28:23:202,0.8262818,3.2404616,9.618399,-0.10439592,-0.14061491,-0.13422333,13.375,30.5625,1.25,3.0,3.0000000000000004,0.0,334.895,NW,N,E
06-03-16_21:28:23:207,0.9316626,3.4991236,9.266331,-0.10439592,-0.14061491,-0.13422333,13.375,30.5625,1.25,3.0,3.0000000000000004,0.0,334.551,NW,N,E
06-03-16_21:28:23:273,0.9316626,3.4991236,9.266331,-0.10439592,-0.14061491,-0.13422333,14.125,29.4375,0.125,3.0,3.0000000000000004,0.0,332.537,NW,N,E
06-03-16_21:28:23:275,0.9316626,3.4991236,9.266331,-0.17044231,0.056459017,-0.5368933,14.125,29.4375,0.125,3.0,3.0000000000000004,0.0,332.537,NW,N,E
06-03-16_21:28:23:276,1.0873389,3.5901344,8.938213,-0.17044231,0.056459017,-0.5368933,14.125,29.4375,0.125,3.0,3.0000000000000004,0.0,332.289,NW,N,E
06-03-16_21:28:23:278,0.5508545,3.3266823,9.295072,-0.17044231,0.056459017,-0.5368933,14.125,29.4375,0.125,3.0,3.0000000000000004,0.0,332.780,NW,N,E
06-03-16_21:28:23:352,0.019160157,3.0009596,9.445957,-0.17044231,0.056459017,-0.5368933,14.125,29.4375,0.125,3.0,3.0000000000000004,0.0,333.239,NW,N,E
06-03-16_21:28:23:355,-0.19160157,2.6273365,9.17053,-0.17044231,0.056459017,-0.5368933,14.125,29.4375,0.125,3.0,3.0000000000000004,0.0,333.514,NW,N,E
06-03-16_21:28:23:415,-0.19160157,2.6273365,9.17053,-0.17044231,0.056459017,-0.5368933,14.125,29.4375,0.125,2.0,3.0000000000000004,0.0,333.514,NW,N,E
06-03-16_21:28:23:431,-0.19160157,2.6273365,9.17053,-0.17044231,0.056459017,-0.5368933,13.0,30.5625,0.875,2.0,3.0000000000000004,0.0,335.987,NW,N,E
06-03-16_21:28:23:434,-0.19160157,2.6273365,9.17053,0.165116,0.049002163,0.14487597,13.0,30.5625,0.875,2.0,3.0000000000000004,0.0,335.987,NW,N,E
06-03-16_21:28:23:435,-0.60594,2.9794044,9.053174,0.165116,0.049002163,0.14487597,13.0,30.5625,0.875,2.0,3.0000000000000004,0.0,335.832,NW,N,E
06-03-16_21:28:23:442,0.019160157,3.0919704,8.744217,0.165116,0.049002163,0.14487597,13.0,30.5625,0.875,2.0,3.0000000000000004,0.0,335.493,NW,N,E
06-03-16_21:28:23:511,0.22992188,3.3793726,8.648416,0.165116,0.049002163,0.14487597,13.0,30.5625,0.875,2.0,3.0000000000000004,0.0,335.161,NW,N,E
06-03-16_21:28:23:513,0.21315674,3.3841627,9.187295,0.165116,0.049002163,0.14487597,13.0,30.5625,0.875,2.0,3.0000000000000004,0.0,335.347,NW,N,E
06-03-16_21:28:23:594,0.21315674,3.3841627,9.187295,0.165116,0.049002163,0.14487597,13.75,30.1875,2.0625,2.0,3.0000000000000004,0.0,333.525,NW,N,E
06-03-16_21:28:23:597,0.21315674,3.3841627,9.187295,-0.041545313,0.037284255,-0.08948222,13.75,30.1875,2.0625,2.0,3.0000000000000004,0.0,333.525,NW,N,E
06-03-16_21:28:23:598,0.16525635,3.4871485,9.182506,-0.041545313,0.037284255,-0.08948222,13.75,30.1875,2.0625,2.0,3.0000000000000004,0.0,333.419,NW,N,E
06-03-16_21:28:23:600,0.1101709,3.4631984,9.093889,-0.041545313,0.037284255,-0.08948222,13.75,30.1875,2.0625,2.0,3.0000000000000004,0.0,333.410,NW,N,E
06-03-16_21:28:23:668,-0.07185059,3.3721876,8.933423,-0.041545313,0.037284255,-0.08948222,13.75,30.1875,2.0625,2.0,3.0000000000000004,0.0,333.452,NW,N,E
06-03-16_21:28:23:675,-0.43589357,3.3650026,8.813672,-0.041545313,0.037284255,-0.08948222,13.75,30.1875,2.0625,2.0,3.0000000000000004,0.0,333.471,NW,N,E
06-03-16_21:28:23:748,-0.43589357,3.3650026,8.813672,-0.041545313,0.037284255,-0.08948222,14.125,29.8125,2.4375,2.0,3.0000000000000004,0.0,332.418,NW,N,E
06-03-16_21:28:23:750,-0.43589357,3.3650026,8.813672,0.13848437,0.60080916,0.13422333,14.125,29.8125,2.4375,2.0,3.0000000000000004,0.0,332.418,NW,N,E
06-03-16_21:28:23:753,0.08861572,3.4464333,8.8951025,0.13848437,0.60080916,0.13422333,14.125,29.8125,2.4375,2.0,3.0000000000000004,0.0,332.310,NW,N,E
06-03-16_21:28:23:755,-0.17723145,3.5733693,8.679551,0.13848437,0.60080916,0.13422333,14.125,29.8125,2.4375,2.0,3.0000000000000004,0.0,332.086,NW,N,E
06-03-16_21:28:23:815,-0.17723145,3.5733693,8.679551,0.13848437,0.60080916,0.13422333,14.125,29.8125,2.4375,2.0,3.0000000000000004,0.0,332.086,NW,N,E
06-03-16_21:28:23:827,-1.0825489,3.4560134,9.711804,0.13848437,0.60080916,0.13422333,14.125,29.8125,2.4375,2.0,3.0000000000000004,0.0,332.783,NW,N,E
06-03-16_21:28:23:830,-1.5615528,4.0691385,8.763377,0.13848437,0.60080916,0.13422333,14.125,29.8125,2.4375,2.0,3.0000000000000004,0.0,332.165,NW,N,E
06-03-16_21:28:23:906,-1.5615528,4.0691385,8.763377,0.13848437,0.60080916,0.13422333,16.25,28.75,3.5625,2.0,3.0000000000000004,0.0,327.281,NW,N,E
06-03-16_21:28:23:908,-1.5615528,4.0691385,8.763377,0.0777643,0.007456851,0.1949434,16.25,28.75,3.5625,2.0,3.0000000000000004,0.0,327.281,NW,N,E
06-03-16_21:28:23:910,-0.035925295,4.0020776,8.626861,0.0777643,0.007456851,0.1949434,16.25,28.75,3.5625,2.0,3.0000000000000004,0.0,326.539,NW,N,E
06-03-16_21:28:23:911,0.6706055,4.030818,9.2256155,0.0777643,0.007456851,0.1949434,16.25,28.75,3.5625,2.0,3.0000000000000004,0.0,326.901,NW,N,E
06-03-16_21:28:23:985,-0.3281177,4.0787187,8.669971,0.0777643,0.007456851,0.1949434,16.25,28.75,3.5625,2.0,3.0000000000000004,0.0,326.530,NW,N,E
06-03-16_21:28:23:995,-0.38320315,3.9853127,8.598121,0.0777643,0.007456851,0.1949434,16.25,28.75,3.5625,2.0,3.0000000000000004,0.0,326.639,NW,N,E
